ALT,ALP,AST,ALB,LDH,CK,CK MB,ALDO,CREA,P,CO2,AMM,NA/K,New_category,JB_category,Month
3.907073643,619.5642319,152.1,13.9,437.7,3197.8,5988,40.5,19.01,6.8,3.4,1086.7,66.35761589,HEALTHY,HEALTHY,August
3.907073643,541.8,148.6,12.6,328.7,3044.8,6054,38.6,7.13,5.6,6.2,899.4,176.8181818,HEALTHY,HEALTHY,August
3.907073643,666,135.5,18.7,160.8,2808,5730,83.4,19.01,8.6,10.1,1323.2,52.61538462,HEALTHY,HEALTHY,August
3.907073643,702.1,146.2,22.6,297.9,2566.2,4650,34.8,11.88,8,9,1602.4,143.6842105,HEALTHY,HEALTHY,August
3.907073643,392.5,159.3,16.1,166.4,1747,3442,63.4,7.13,7.4,9.1,1221.1,151.0447761,HEALTHY,HEALTHY,August
3.907073643,735.4,192.3,18.2,446.1,1589,3204,33.8,22.57,8.1,7.3,912.7,92.1584341,HEALTHY,HEALTHY,August
3.907073643,650.9,166.7,14.2,356.6,1371.9,3292,18.6,16.63,6.7,8.5,1006.4,128.9542484,HEALTHY,HEALTHY,August
3.907073643,506.5,228.7,16.2,434.8,1159.7,2492,58.6,16.63,7.1,10.4,915.5,72.9390681,HEALTHY,HEALTHY,August
3.907073643,463.6,117.4,14,479.7,917.9,2082,36.7,10.69,6.7,9.1,1109,81.37339056,HEALTHY,HEALTHY,August
3.907073643,582.1,124.2,19.3,202.8,834,1866,33.8,19.01,8.5,8.1,1157.7,836,HEALTHY,HEALTHY,August
3.907073643,531,185.9,22.4,376.2,779.7,1650,16.7,40.39,9,10.3,1552.1,56.10810811,HEALTHY,HEALTHY,August
3.907073643,367.2,61.8,8.2,110.6,750.1,1630,11,46.88323964,4.4,5.2,776.1,84.39461883,HEALTHY,HEALTHY,August
3.907073643,85.4,51.8,5.8,213.9,681,1500,11,7.13,5,5.1,830.3,214.8192771,HEALTHY,HEALTHY,August
3.907073643,364.6,75.4,12.4,107.7,607,1328,7.1,7.13,5.4,3.7,712.4,133.6363636,HEALTHY,HEALTHY,August
3.907073643,640.7,83.4,14.9,284,518.2,1090,13.8,5.94,7.4,9.4,1235,90.26431718,HEALTHY,HEALTHY,August
3.907073643,347.6,89.5,12.3,138.5,439.2,982,11,11.88,5.5,4.8,797.6,356.7924528,HEALTHY,HEALTHY,August
3.907073643,289.3,93.2,14.6,230.7,261.6,616,12.9,7.13,7.8,10.4,1270.1,92.1584341,HEALTHY,HEALTHY,August
3.907073643,141.7,24.3,4.7,1.4,246.7,528,82.38385356,9.5,2.9,3.4,673.8,213.6144578,HEALTHY,HEALTHY,August
3.907073643,255.7,50.3,10.8,205.5,113.5,334,5.2,10.69,5.6,6,734.7,76.52509653,HEALTHY,HEALTHY,August
3.907073643,235.6,35.7,12.9,172.1,49.3,118,82.38385356,11.88,6.1,6.8,675.7,875.2173913,HEALTHY,HEALTHY,August
5.5,750.1,305.7,15.5,383.5,5371.2,7135.89,50,71.5,6.43,4,1048.8,118.1538462,HEALTHY,HEALTHY,August
4.5,692.8,214,14.1,656.2,4867.2,7316.4,53.2,90.4,7.21,2.8,1000.4,115.037037,HEALTHY,HEALTHY,August
4.3,473.1,288.9,13.9,698.8,2075.04,3554.16,38.8,25,5.97,3.9,893.9,127.9338843,HEALTHY,HEALTHY,August
3.5,711.2,267.6,15.14900298,434.6,2780.64,5663.4,82.38385356,46.88323964,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,August
3.5,607.9,206.5,14.5,340.9,1339.2,2265.36,5.2,41,5.38,3.6,760.7,132.1367521,HEALTHY,HEALTHY,August
3.3,704.4,204.8,15.14900298,453.8,1941.12,3425.61,33.2,46.88323964,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,August
2.8,777.7,281.4,15.3,526.2,4004.64,7647.15,70.8,57,6.87,9.082255521,883.3,128.0672269,HEALTHY,HEALTHY,August
2.5,564.8,236.4,16,375,5040,7775.7,33.2,55.5,6.26,3.8,892.2,128.1512605,HEALTHY,HEALTHY,August
2.5,621.4,303.2,14.3,479.4,4927.68,5883.84,108.4,37.4,5.58,6.9,536.1,144.1666667,HEALTHY,HEALTHY,August
2.3,750.7,238.5,14.5,458.1,2453.76,5755.2,30,81,7.02,9.082255521,907.3994793,150,HEALTHY,HEALTHY,August
2,784.8,220.8,15.14900298,455.9,2822.4,5479.8,41.2,56.3,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,August
1.8,1015.2,248.1,15.7,524.1,4325.76,8338.98,100.4,56.3,5.95,5.2,662.8,154.6,HEALTHY,HEALTHY,August
1.8,743,237.7,14.8,490,2818.08,5038.92,35.6,43.2,5.47,6.4,673.6,168.1318681,HEALTHY,HEALTHY,August
1.5,547.4,256.6,15.7,637,4328.64,8381.85,86,51.2,6.7,6.8,915.4,124.4715447,HEALTHY,HEALTHY,August
4.8,853.4,251.2,15.2,517.7,4348.8,6092.01,42.8,54.1,6.52,5.4,1038.5,127.3333333,HEALTHY,HEALTHY,August
9.7,465.3,214.5,16.5,291.2,2758.6,5474,26.7,43.73,6.5,7.6,562.6,140.5594406,HEALTHY,HEALTHY,September
5.1,659.5,159.1,14.3,157.2,2595.8,4950,28,20.92,8,5.9,1609.6,53.50404313,HEALTHY,HEALTHY,September
4.9,479.8,111.8,15.8,355.2,1914.7,3744,72.7,43.73,9.4,6.6,914.4,91.15207373,HEALTHY,HEALTHY,September
4.6,335.6,182.2,15.3,687.2,2655,4564,81.4,60.85,6.3,6.3,602.3,92.89215686,HEALTHY,HEALTHY,September
3.9,346.7,184.4,14.4,431,1070.9,2218,42.9,24.72,5,6.1,581.9,211.3186813,HEALTHY,HEALTHY,September
3.6,435.1,126.8,13.8,256.2,3883.8,8204,42.9,32.32,7.3,8.9,885.3,540,HEALTHY,HEALTHY,September
3.4,520.4,157.8,14.1,323.1,1485.4,3106,28,11.41,7.8,6.4,966.3,73.63984674,HEALTHY,HEALTHY,September
3.4,237.8,149.9,10.8,203.9,834,1764,16.8,24.72,4.9,5.3,671.5,92.1584341,HEALTHY,HEALTHY,September
3.1,320.8,193.1,15,125.2,3410,6430,70.3,17.11,7.3,6.3,981.3,95.95,HEALTHY,HEALTHY,September
2.9,450.2,274.9,13.9,160.2,4318,8820,107.6,15.21,7.1,8.6,994.3,178.1651376,HEALTHY,HEALTHY,September
2.9,324.8,150.8,14.2,221.2,1855.5,3926,50.4,34.23,6,5.7,618.2,156.0483871,HEALTHY,HEALTHY,September
2.9,401,91.9,14.6,198,1450.9,2810,46.6,39.93,7.2,5.9,1202.6,155.3658537,HEALTHY,HEALTHY,September
2.9,165.9,174.6,8.9,349.4,424.4,808,51.6,17.11,3,6.1,451.9,186.969697,HEALTHY,HEALTHY,September
2.6,399.6,146,13.7,468.8,1944.4,3834,51.6,70.35,5.1,6.5,651.9,103.6956522,HEALTHY,HEALTHY,September
2.1,372.3,78.4,10.8,428,88.8,262,4.4,38.03,5.4,5.2,651.9,93.36585366,HEALTHY,HEALTHY,September
1.9,578.2,124.4,17.4,285.3,1416.3,2514,34.2,32.32,9.6,6.3,1214.5,145.5319149,HEALTHY,HEALTHY,September
1.6,549.2,201.4,16.7,270.8,2487.2,5042,47.9,26.62,7.6,8.4,657.4,58.50144092,HEALTHY,HEALTHY,September
1.6,280.8,85.2,10.6,72.8,1218.9,2446,33,15.21,5.6,4.8,622.2,133.8686131,HEALTHY,HEALTHY,September
1.4,22.2,88.2,9.7,163.1,1470.6,3448,36.7,15.21,5.4,4.5,935.8,78.94495413,HEALTHY,HEALTHY,September
1.4,473.5,115.9,12.5,238.8,769.8,1536,10.6,30.42,5.5,7.7,843,114.4642857,HEALTHY,HEALTHY,September
4.9,431.4,438.5,12.6,343.5,1105.4,2528,40.4,18.66,3.4,8,360.8,109.005848,HEALTHY,HEALTHY,September
4.1,326.8,120.9,11.4,212.5,533,1168,8.1,17.07,4,8.1,608.1,175.9223301,HEALTHY,HEALTHY,September
2.6,489.7,156.5,14.8,294,1001.8,2588,40.4,24.22,7.1,9.2,884.6,62.66025641,HEALTHY,HEALTHY,September
1.9,376,115,10.7,136.8,1845.7,4332,86.4,14.69,3.8,7.9,471,94.04255319,HEALTHY,HEALTHY,September
1.9,504.2,145.1,13,165.9,1756.8,4272,185.9,26.6,4.9,11.3,612.6,183.2,HEALTHY,HEALTHY,September
1.9,228.2,129.7,7.9,195,1194.2,2736,26.7,8.34,2.3,8.5,519.4,133.1451613,HEALTHY,HEALTHY,September
1.9,268.5,120.1,13.4,189.3,454,1080,16.8,18.66,5.1,7.9,935.3,71.02941176,HEALTHY,HEALTHY,September
1.6,619.5642319,141.2,13.8,122.2,1978.9,5070,67.8,19.46,5.3,9.082255521,580.7,132.9285714,HEALTHY,HEALTHY,September
1.6,334.8,140.8,14.7,273.6,1001.8,2616,21.8,25.81,6.2,6.2,615.5,159.5081967,HEALTHY,HEALTHY,September
1.6,245.8,86.7,10.5,332,227,400,9.3,14.69,4.5,7.4,511,100.2688172,HEALTHY,HEALTHY,September
1.6,271.9,67.9,10.3,259.1,177.7,252,-4.4,13.9,3.9,7.2,540.7,76.68049793,HEALTHY,HEALTHY,September
1.4,579.3,123.1,13.6,215.4,557.6,1346,20.5,21.84,5.9,10.2,841.6,82.88888889,HEALTHY,HEALTHY,September
1.1,129.2,89.5,7.3,75.8,1589,3682,95.1,8.34,2.1,5.6,399.1,295.7142857,HEALTHY,HEALTHY,September
1.1,624.5,139.7,15.8,623.1,1204.1,2676,93.9,23.43,7.8,10.3,921.4,64.82200647,HEALTHY,HEALTHY,September
1.1,522.4,158.7,16.1,366.9,1105.4,2824,52.8,28.99,7.9,11.1,910.3,88.76106195,HEALTHY,HEALTHY,September
1.1,294.7,72.5,10.7,163.1,567.5,1374,21.8,10.72,4.6,7.5,780.6,99.51351351,HEALTHY,HEALTHY,September
1.1,337.3,45.9,12.3,250.4,14.8,44,82.38385356,19.46,3.9,9.4,532.8,60.91772152,HEALTHY,HEALTHY,September
0.9,483.5,116.1,14.4,649.2,656.3,1582,80.2,21.05,4.9,10.5,524.8,106.2983425,HEALTHY,HEALTHY,September
0.9,460.4,157.4,15.8,299.9,557.6,1316,20.5,12.31,7.5,9.1,848.5,79.32539683,HEALTHY,HEALTHY,September
0.6,411.8,128.1,13.4,163.1,1510.1,3976,102.6,21.05,4.6,8.4,559.9,84.07894737,HEALTHY,HEALTHY,September
0.4,497.4,222.8,12.8,238.8,2161.5,5338,74,20.25,4.6,9.9,473,98.56382979,HEALTHY,HEALTHY,September
0.4,540.6,83.6,13,439.7,281.3,724,24.2,12.31,5.3,9.1,579.2,79.11290323,HEALTHY,HEALTHY,September
3.907073643,448.8,114.4,13.7,416.4,681,1582,36.7,19.46,6.3,7.8,782.1,63.5,HEALTHY,HEALTHY,September
3.907073643,273.4,12.1,9.8,145.5,2050.989893,3554.934874,82.38385356,15.49,2.7,7.4,576.5,175.0442478,HEALTHY,HEALTHY,September
5.8,933.8,439.7,14.9,434.4,2207.49,4667.1,4,22.8,7,9.082255521,899.6,92.1584341,HEALTHY,HEALTHY,September
4.5,782.6,429.3,14.4,363.2,2334.54,5087.1,44.7,20.6,7.85,4,964.3,92.1584341,HEALTHY,HEALTHY,September
4.5,955.3,413.5,15.9,320.1,2044.35,4366.2,36.1,22.8,7.72,6.3,668.1,92.1584341,HEALTHY,HEALTHY,September
4.3,735.6,375,13,376.2,3612.24,8270.7,70.2,19.1,7.12,5.3,796.2,92.1584341,HEALTHY,HEALTHY,September
3.5,826.3,237.3,15.2,249,2877.39,6350.1,32.6,22.8,7.59,9.082255521,828.5,92.1584341,HEALTHY,HEALTHY,September
3.3,714,272.6,12.8,305,1097.25,2263.5,0.5,22.1,7.69,5.7,883.8,92.1584341,HEALTHY,HEALTHY,September
3,675.4,345.4,13.6,453.8,2530.89,5412.3,1,20.6,7.3,9.082255521,825.4,92.1584341,HEALTHY,HEALTHY,September
2.8,795.4,352.9,13.5,322.3,1754.16,3635.1,7,24.3,7.16,6.5,707.3,92.1584341,HEALTHY,HEALTHY,September
1,836.6,153.6,13.9,369.7,1250.28,2637.9,13,22.1,7.04,6.2,715.5,92.1584341,HEALTHY,HEALTHY,September
1,638.4,221,13.1,326.6,1208.4,2522.4,18.6,24.3,7.29,5.3,782.5,92.1584341,HEALTHY,HEALTHY,September
3.907073643,336,91.6,9.9,354.6,394.14,783.6,17.1,19.1,6.78,2.9,817.7,92.1584341,HEALTHY,HEALTHY,September
5.1,756.1,252.4,16.7,262.1,1085.7,932,82.38385356,25.02,7.6,11.8,1106.5,77.23484848,HEALTHY,HEALTHY,September
3.9,427.5,134.5,13.2,564.8,996.9,842,82.38385356,21.05,6.1,9.6,863.1,110,HEALTHY,HEALTHY,September
3.6,706.7,218.9,18.9,570.6,1450.9,1848,82.38385356,51.22,7.3,9.4,1109.7,150.4511278,HEALTHY,HEALTHY,September
3.6,438.3,111.3,12.8,582.3,725.4,814,82.38385356,18.66,5.1,7.5,791.7,70.36144578,HEALTHY,HEALTHY,September
3.4,338.2,128.3,10.3,198,1337.4,1286,82.38385356,14.69,5.2,9.4,714.4,92.1584341,HEALTHY,HEALTHY,September
3.4,371.5,98.3,11.9,264.9,784.7,724,82.38385356,22.63,6.3,12.2,986.7,80.88235294,HEALTHY,HEALTHY,September
3.4,409.8,103.9,10.5,61.2,621.8,428,82.38385356,20.25,4.3,9.7,717.1,92.1584341,HEALTHY,HEALTHY,September
3.1,353.3,110,13.1,177.6,281.3,280,82.38385356,20.25,5.3,6.9,790.2,74.79338843,HEALTHY,HEALTHY,September
2.9,977,247.2,23.6,489.2,2334.2,2380,82.38385356,40.1,10.1,15.9,1177.2,92.1584341,HEALTHY,HEALTHY,September
2.6,347,266.8,9.4,465.8,2344.1,2084,82.38385356,16.28,3.2,7.7,744,140.3305785,HEALTHY,HEALTHY,September
2.6,643.3,212.8,17,366.9,1574.2,2232,82.38385356,25.02,7.3,13.1,1035.9,99.90243902,HEALTHY,HEALTHY,September
2.4,758.4,202.1,18.9,489.2,1080.7,1198,82.38385356,32.16,8.8,12.7,1023.7,60.63218391,HEALTHY,HEALTHY,September
2.4,355.5,105,10,256.2,449.1,134,82.38385356,17.07,3.9,9.7,812.7,56.26262626,HEALTHY,HEALTHY,September
2.1,830.9,177.9,18.3,652.2,1278.1,1788,82.38385356,33.75,7.4,12.7,895.5,92.1584341,HEALTHY,HEALTHY,September
2.1,384,134.7,11.3,314.4,888.3,784,82.38385356,16.28,4.9,10.9,927.9,89.5049505,HEALTHY,HEALTHY,September
2.1,298.7,78.6,11.5,468.8,567.5,400,82.38385356,18.66,4.6,7.7,850.8,172.4761905,HEALTHY,HEALTHY,September
1.6,473.8,119.4,12.7,544.5,858.7,1080,82.38385356,13.1,5.5,7.6,866.8,71.03448276,HEALTHY,HEALTHY,September
1.6,578.2,147.5,11.6,454.2,567.5,694,82.38385356,22.63,6,7.8,801.6,68.67424242,HEALTHY,HEALTHY,September
1.6,432.9,116.1,13.1,250.4,537.9,724,82.38385356,23.43,5.8,9.8,746,89.21296296,HEALTHY,HEALTHY,September
1.4,578.4,123.1,19.9,375.6,1302.8,1642,82.38385356,25.81,8.9,11.4,1025.2,151.0791367,HEALTHY,HEALTHY,September
1.4,374.3,126.4,10.1,273.6,878.4,576,82.38385356,21.84,3.3,6,813.7,376.5217391,HEALTHY,HEALTHY,September
1.4,353.8,124.9,7.7,122.2,784.7,694,82.38385356,10.72,3.3,9.1,688.7,92.1584341,HEALTHY,HEALTHY,September
1.1,514.2,119.4,15.9,509.6,503.4,636,82.38385356,25.02,7.3,11,1040.5,76.2835249,HEALTHY,HEALTHY,September
1.1,413.8,72.5,15.4,285.3,192.5,104,82.38385356,24.22,7.5,10,985.4,92.1584341,HEALTHY,HEALTHY,September
0.9,540.9,137.7,15.7,285.3,1890.1,1818,82.38385356,23.43,6.9,11.1,971.6,92.1584341,HEALTHY,HEALTHY,September
0.9,537.8,100.7,12,390.2,730.4,636,82.38385356,16.28,5.6,8.9,901.2,62.42320819,HEALTHY,HEALTHY,September
0.6,205.4,56.6,8.5,329,301,252,82.38385356,17.07,4.5,10.8,710.4,102.7810651,HEALTHY,HEALTHY,September
0.4,282.2,76.9,11,177.6,310.9,134,82.38385356,10.72,4.8,8.2,701.5,149.68,HEALTHY,HEALTHY,September
0.1,534.9,113.7,13.8,512.4,192.5,134,82.38385356,21.84,7.5,11.2,728,91.19469027,HEALTHY,HEALTHY,September
4.5,1036.1,212.9,16.2,326,4608,7592.1,45.2,35.9,7.48,2.8,1038.3,52.76450512,HEALTHY,HEALTHY,September
3.8,668.7,331.1,16.1,347.3,3729.6,7102.2,58,62.1,7.15,3.7,737,114.057971,HEALTHY,HEALTHY,September
3.5,875.6,235,16.7,575.2,5198.4,9765.6,126.8,27.2,7.94,4.6,1054.5,67.07423581,HEALTHY,HEALTHY,September
3.5,1245.5,264.5,16.4,413.3,4536,7132.8,95.6,32.3,8.3,12.5,950.9,48.27586207,HEALTHY,HEALTHY,September
3.5,984.3,349.6,15.14900298,481.5,4118.4,6336.9,95.6,40.3,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,September
3.3,530,217.1,15.8,300.4,3916.8,6857.4,44.4,30.9,7.29,5.8,835,109.9285714,HEALTHY,HEALTHY,September
2.8,596,303.6,16,438.9,6480,9612.6,159.6,28.7,8.02,7.9,887.7,90.64327485,HEALTHY,HEALTHY,September
2,935.4,206.9,16.5,221.6,5731.2,9918.6,92.4,43.9,8.67,5.3,1019.6,55.63176895,HEALTHY,HEALTHY,September
1.8,624.9,308,16.5,330.2,2692.8,4163.4,58.8,41,7.48,9.082255521,778,97.9245283,HEALTHY,HEALTHY,September
15.2,717.8,229.8,17.8,276.6,6578.2,5958,82.38385356,58.37,9.5,11.1,1247.6,50.86633663,HEALTHY,HEALTHY,October
7.4,443.1,176.8,15.6,221.2,760,606,82.38385356,20.25,8.4,10,993.6,92.1584341,HEALTHY,HEALTHY,October
4.6,650.9,221.5,16.9,550.2,873.5,814,82.38385356,32.16,6.9,12.4,896.7,68.56643357,HEALTHY,HEALTHY,October
4.4,693.9,167.2,17.7,375.6,2891.9,3060,82.38385356,45.66,8.7,11.1,1103.8,69.93006993,HEALTHY,HEALTHY,October
3.9,403,485.8,19.8,634.7,1189.3,1168,82.38385356,25.02,8.1,13.1,767,39.06086957,HEALTHY,HEALTHY,October
3.6,1169.2,168.5,20.8,588.2,1441,1228,82.38385356,26.6,9.5,14.6,1126,62.06303725,HEALTHY,HEALTHY,October
3.6,192.1,89.1,9.8,264.9,848.8,606,82.38385356,17.87,4.4,10.9,580.4,102.1390374,HEALTHY,HEALTHY,October
3.1,699.3,277.7,20,585.2,5196.5,5070,82.38385356,45.66,9.2,17.8,908.6,75.19713262,HEALTHY,HEALTHY,October
3.1,782.6,222.1,17.5,503.7,3311.3,3268,82.38385356,31.37,9,10,1070.2,44.38914027,HEALTHY,HEALTHY,October
3.1,695.9,130.7,17.2,474.6,1821,1700,82.38385356,36.13,8.9,14.6,938,83.19672131,HEALTHY,HEALTHY,October
2.9,551.1,133.4,12,189.3,1144.9,902,82.38385356,18.66,5.8,11.6,874,129.1333333,HEALTHY,HEALTHY,October
2.9,380.6,73,14.8,398.8,365.2,192,82.38385356,17.07,8,11.5,801.8,39.68105066,HEALTHY,HEALTHY,October
2.1,695,184.4,16.3,687.2,4012.1,3770,82.38385356,18.66,8.4,14.3,918,52.77333333,HEALTHY,HEALTHY,October
2.1,525,146.5,12,320.2,1110.4,960,82.38385356,27.4,6.5,8.9,855.7,66.56826568,HEALTHY,HEALTHY,October
2.1,563.4,93,14.3,489.2,74,3554.934874,82.38385356,11.52,5.7,13,585.6,63.76146789,HEALTHY,HEALTHY,October
1.9,636.4,113.7,18.2,489.2,394.8,340,82.38385356,34.55,8.9,13.6,993.3,52.37037037,HEALTHY,HEALTHY,October
1.9,428.6,52.5,9.5,110.7,192.5,134,82.38385356,14.69,3.9,7.8,597.5,80.41284404,HEALTHY,HEALTHY,October
1.6,354.4,117.9,11.5,291.2,133.2,74,82.38385356,12.31,4.8,8.7,616.3,61.96319018,HEALTHY,HEALTHY,October
1.4,791.7,230.2,19.6,369.8,2349,2262,82.38385356,23.43,9.5,14,871.5,24.86714976,HEALTHY,HEALTHY,October
1.4,205.1,86.9,6.7,180.5,493.5,310,82.38385356,12.31,3,10.2,702.5,302.295082,HEALTHY,HEALTHY,October
0.4,389.7,81.9,15,442.5,310.9,134,82.38385356,28.19,7.3,11.5,939.5,83.20754717,HEALTHY,HEALTHY,October
5.8,747.8,437.4,13.8,380.5,988.95,2053.8,14,19.1,6.07,7,603.4,92.1584341,HEALTHY,HEALTHY,October
3.5,708.9,351.1,14.1,402,1045.26,2165.7,35.6,19.1,5.91,9.082255521,576.6,92.1584341,HEALTHY,HEALTHY,October
3.3,792.5,443.4,13.8,249,1476.96,3117.3,28.6,18.4,5.7,8.3,409.7,92.1584341,HEALTHY,HEALTHY,October
2.5,702.5,339.8,15.6,419.3,2182.95,4684.8,61.2,19.1,6.76,4.5,498.5,92.1584341,HEALTHY,HEALTHY,October
2.5,725.3,194.8,14.4,326.6,1604.01,3432.3,15.6,19.1,5.57,3,446.1,92.1584341,HEALTHY,HEALTHY,October
2.5,708.9,269.7,13.6,389.1,941.31,2015.1,26.6,18.4,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,October
2.3,672.2,231.7,12.9,369.7,971.64,2022.3,17.6,17.7,6.01,3.4,493,92.1584341,HEALTHY,HEALTHY,October
1.8,914.2,276.8,15.14900298,466.7,1287.81,2742.9,29.1,17.7,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,October
1.8,606,200.2,11.3,376.2,464.88,937.5,21.1,16.2,6.29,6.4,529.4,92.1584341,HEALTHY,HEALTHY,October
1.5,884.6,319.7,14.3,246.8,2448.6,5254.8,70.2,16.9,5.85,5.4,425.5,92.1584341,HEALTHY,HEALTHY,October
1.5,741.7,196.7,12.6,346,791.16,1641,18.6,16.9,6.48,9.082255521,548.1,92.1584341,HEALTHY,HEALTHY,October
1,575.7,151.8,11.5,384.8,427.35,885.3,11,15.4,5.27,4.1,315.8,92.1584341,HEALTHY,HEALTHY,October
5.5,728.5,385.2,15.4,637,3340.8,6000.3,82,94.8,5.89,5.9,937.2,95.0617284,HEALTHY,HEALTHY,October
1.5,582.1,148.2,15.4,372.8,2337.6,1877.6,42.5,20,3.34,5.7,331.8,70.79069767,HEALTHY,HEALTHY,January
0.5,394.3,142.2,13.2,238.6,297.6,449,14.6,17.1,4.41,3.7,510.3,178.255814,HEALTHY,HEALTHY,January
9.5,622.7,227.1,15.14900298,541.1,3014.4,4530.8,82.38385356,46.88323964,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,February
3.5,657.7,274.1,15.14900298,249.3,2745.6,1877.6,69.1,23.6,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,February
3,582.5,169.7,15.6,434.6,2193.6,2612.4,78.5,20.7,4.03,5.6,294.2,246.3492063,HEALTHY,HEALTHY,February
10.6,409.1,470.5,15.2,425.8,7526.7,5380,183.4,16.6,5.23,14.7,598.2,92.1584341,HEALTHY,HEALTHY,August
7.5,352.8,413.7,15,270.5,2372.6,1600,45.5,16.6,5.46,14.1,626.2,92.1584341,HEALTHY,HEALTHY,August
5.8,235,447.2,13.4,393.4,7560.4,5460,173.6,15.5,4.91,15.5,493,92.1584341,HEALTHY,HEALTHY,August
5,280.1,361.1,13.9,430.1,4398.6,3060,101.5,15.5,4.3,14.5,393.4,92.1584341,HEALTHY,HEALTHY,August
5,239.2,240.2,11.6,341.7,1848,1180,63,14.5,6.13,15.3,991.8,92.1584341,HEALTHY,HEALTHY,August
4.5,365.3,229.6,12.5,238.2,1843.2,1320,56.7,13.4,3.67,11.8,519.1,92.1584341,HEALTHY,HEALTHY,August
4.3,330.2,331.7,16.6,358.9,8604.7,6740,198.8,18.6,6.33,11,755.5,92.1584341,HEALTHY,HEALTHY,August
3.8,291,299.7,11.7,430.1,2627.6,1940,123.9,13.4,4.96,13.3,628.3,92.1584341,HEALTHY,HEALTHY,August
3,275.9,221.2,13.4,320.1,2940.4,2000,55.3,15.5,6.07,12.3,929.1,92.1584341,HEALTHY,HEALTHY,August
5.3,585.1,179.4,19.6,1114.65,3109.7,5225,212.9,44.3,4.7,16.3,467.8,78.09290954,HEALTHY,HEALTHY,
2.9,124.7,98.1,9.4,2077.05,366.4,540.6,214.2,29.3,4.2,19.1,502,43.06849315,HEALTHY,HEALTHY,
3.2,687.3,179.2,20.5,768.75,3875.4,6438.8,234.9,52.2,4.1,18.8,425,64.65979381,HEALTHY,HEALTHY,
2.9,753.5,182.2,22.3,1320.15,4706.8,7349.2,321.2,50.9,4.98,14.3,447.1,62.73244782,HEALTHY,HEALTHY,
3.9,934.2,169.5,19.5,1499.7,4410.9,7576.8,312.9,35.9,3.8,17.4,363,51.43327842,HEALTHY,HEALTHY,
6.7,185.4,219.2,12,3320.55,3602.9,5357.8,82.38385356,22.8,6.334117647,9.082255521,907.3994793,36.2247191,HEALTHY,HEALTHY,
5.5,597.3,204.1,20.6,1465.8,4396.8,7880.2,323.3,35.9,4.68,12,357.9,82.03045685,HEALTHY,HEALTHY,
3.907073643,734.4,212.7,19.2,758.25,3814.3,6325,89.4,62.6,11.88,14.5,1725.7,61.35084428,HEALTHY,HEALTHY,
0.8,425,204.5,18.5,2272.2,5406.8,9738.8,255.6,143.4,9.94,13.1,1550.9,56.2741652,HEALTHY,HEALTHY,
5.5,1625.5,268.2,25.2,2121.3,5890.6,9833.6,317.7,71.7,4.96,15.3,710.5,119.4716981,HEALTHY,HEALTHY,
4.6,1070.2,271,22.3,339.45,8366.1,18899.2,395,52.8,4.5,12.8,515.2,82.8125,HEALTHY,HEALTHY,
2.9,986.9,197.7,22.6,1275.9,3748.6,7007.8,199.1,54.1,4.9,13.3,570.6,65.56237219,HEALTHY,HEALTHY,
1.8,1495.4,202.2,26.8,446.1,2686.9,13987.2,82.38385356,75.6,6.334117647,9.082255521,907.3994793,69.22746781,HEALTHY,HEALTHY,
2.2,1097.8,171.6,21.2,453.9,1118,1982,25.9,61.9,4.72,10.7,503.9,68.71244635,HEALTHY,HEALTHY,
2.9,989.3,205.2,25.4,1252.5,4570.6,8790.6,204.6,61.3,4.7,8.5,494.8,50.93851133,HEALTHY,HEALTHY,
5.5,619.5642319,269,24.8,1926.3,4946.4,9530.2,82.38385356,58.7,6.334117647,9.082255521,907.3994793,45.45714286,HEALTHY,HEALTHY,
3.907073643,1019.7,158.1,15.1,360.3,2221.9,3233.6,90,507.9,4.34,17.8,328.6,37.6372315,HEALTHY,HEALTHY,
6.4,509.7,254.2,14.9,339.45,2405.1,4656,204.6,140.2,3.96,13.7,309.7,41.28865979,HEALTHY,HEALTHY,
3.6,1142.1,271.4,14.3,279.6,2625.9,5073.4,151.5,259.5,3.78,17.2,278,42.60752688,HEALTHY,HEALTHY,
4.6,578.1,255.7,13.5,544.95,3706.3,7273.4,245.3,305.8,5.46,16.7,300.3,52.59938838,HEALTHY,HEALTHY,
1.8,724.6,230.1,13.9,464.4,2081,3992.2,141.1,221,4.54,21.3,386.9,45.64102564,HEALTHY,HEALTHY,
1.8,189.6,67.4,10.4,779.357182,75.2,123.2,42.4,260.8,3.8,20.3,307,38.22541966,HEALTHY,HEALTHY,
7.8,621.7,213.6,16.4,779.357182,887.8,1564.6,2.4,239.9,5.58,14.4,389.1,36.00912201,HEALTHY,HEALTHY,
