ALT,ALP,AST,ALB,LDH,CK,CK MB,ALDO,CREA,P,CO2,AMM,NA/K,New_category,JB_category,Month
0.4,650.2196296,203.7,14.77333333,3278.85,9390.2,18956.2,313.0476744,27.4,6.932352941,8.006976744,1220.506327,37.38922156,LICE-issues,UNHEALTHY,
0.4,877.7,93,16.1,3367.35,7422,15276.8,313.0476744,33.2,11.08,8.006976744,1220.506327,34.3231441,LICE-issues,UNHEALTHY,
0.8,974,111.7,17.7,1686.9,7407.9,17116.6,313.0476744,33.9,10.76,8.006976744,2284.1,30.17013233,LICE-issues,UNHEALTHY,
3.9,650.2196296,230.8,14.77333333,1828.204302,13993.7,69385.8,313.0476744,51.5,6.932352941,8.006976744,1220.506327,77.1255524,LICE-issues,UNHEALTHY,
0.8,1047.2,245.8,21,3159.3,15727,39192.6,263.9,33.2,11.66,3.3,2307.2,30.44660194,LICE-issues,UNHEALTHY,
0.8,904.6,158.5,20.3,2131.8,7149.5,13551,125.2,39.1,10.86,5.8,2364.5,32.52013809,LICE-issues,UNHEALTHY,
9.9,,309.7,8.2,2313.9,883.1,10371.06667,,16.8,4.48,13.3,691.5,61.66037736,OSMOREGULATION ISSUES,UNHEALTHY,February
10.6,,253.8,21.3,1433.85,17014.1,10371.06667,,27.5,5,6.8,1195.8,54.72693032,OSMOREGULATION ISSUES,UNHEALTHY,February
26.8,,247.1,17,2506.695652,5402.922727,10371.06667,,25.7,5.46,11.5,923.2,59.07706788,OSMOREGULATION ISSUES,UNHEALTHY,February
19.13846154,,252.5,11,2506.695652,5402.922727,10371.06667,,18.6,3.72,10.7,657.8038462,74.09090909,OSMOREGULATION ISSUES,UNHEALTHY,February
25.4,,253.5,13.8,2293.65,16995.4,10371.06667,,23,3.66,11.1,448.9,74.18181818,OSMOREGULATION ISSUES,UNHEALTHY,February
20.9,,310.7,8.3,2271,2085.7,10371.06667,,18.6,4.3,12.6,815,55.68965517,OSMOREGULATION ISSUES,UNHEALTHY,February
22.1,,296.5,15,3120.6,9188.2,10371.06667,,30.1,3.44,12.6,521.4,80.54862843,OSMOREGULATION ISSUES,UNHEALTHY,February
10.4,,309,14,2713.5,7952.8,10371.06667,,21.3,3.26,9.6,481.3,69.85446985,OSMOREGULATION ISSUES,UNHEALTHY,February
28.2,,150.6,13,2506.695652,5402.922727,10371.06667,,19.5,3.86,9.8,773.7,62.63565891,OSMOREGULATION ISSUES,UNHEALTHY,February
16.9,,293.3,2,2164.8,216.1,199.2,,7.1,4,13.1,636.5,50.33285094,OSMOREGULATION ISSUES,UNHEALTHY,February
13.4,,209.5,3.2,3100.5,183.2,10371.06667,,11.5,3.46,10.3,379.8,59.66480447,OSMOREGULATION ISSUES,UNHEALTHY,February
19.13846154,,252.5,9.903333333,2506.695652,5402.922727,10371.06667,,18.51333333,3.957333333,11.27333333,657.8038462,59.07706788,OSMOREGULATION ISSUES,UNHEALTHY,February
16.5,,195.7,4.3,3153.6,366.4,825,,10.6,4.08,12.6,650.2,63.62573099,OSMOREGULATION ISSUES,UNHEALTHY,February
20.9,,294.8,4.6,1729.8,530.8,10371.06667,,23,3.12,11,541.1,60.72727273,OSMOREGULATION ISSUES,UNHEALTHY,February
13.9,,222.4,5.3,2875.35,718.7,10371.06667,,24.8,3.8,13.8,679,66.82634731,OSMOREGULATION ISSUES,UNHEALTHY,February
12.3,,224.7,9.3,2726.1,1108.6,10371.06667,,17.7,3.9,12.9,706.8,66.70781893,OSMOREGULATION ISSUES,UNHEALTHY,February
13.4,,266,2.9,3097.95,225.5,483.6,,9.7,3.56,12.3,797.5,48.41628959,OSMOREGULATION ISSUES,UNHEALTHY,February
19.13846154,,252.5,18,2506.695652,5402.922727,10371.06667,,29.2,5.14,10.8,657.8038462,48.61911988,OSMOREGULATION ISSUES,UNHEALTHY,February
19.13846154,,252.5,23.1,2506.695652,5402.922727,10371.06667,,31.9,6.52,8.8,657.8038462,44.5340751,OSMOREGULATION ISSUES,UNHEALTHY,February
26.3,,272.7,14,2665.5,17606,50515,,20.4,3.56,12.1,710.5,56.97183099,OSMOREGULATION ISSUES,UNHEALTHY,February
15.3,,251.2,18,1830.9,15816.3,38813.2,,21.3,3.78,10.2,593.7,75.71764706,OSMOREGULATION ISSUES,UNHEALTHY,February
18.1,,317.4,9.7,2569.35,5402.922727,10371.06667,,13.3,3.76,12.1,562.7,67.09812109,OSMOREGULATION ISSUES,UNHEALTHY,February
22.5,,274.2,13.4,576.6,11226.9,10371.06667,,22.1,3.44,10.6,371.2,60.37383178,OSMOREGULATION ISSUES,UNHEALTHY,February
14.1,,308.8,20.4,2968.95,15154,10371.06667,,25.7,4.12,10,816.4,69.80561555,OSMOREGULATION ISSUES,UNHEALTHY,February
12,,281.3,1.9,3039.75,267.8,635.4,,8,3.88,9.2,739.5,27.46732026,OSMOREGULATION ISSUES,UNHEALTHY,February
42.6,,114.5,2.7,2483.4,324.1,540.6,,21.3,4.76,11.5,666.9,32.15258856,OSMOREGULATION ISSUES,UNHEALTHY,February
14.4,,199.6,5.6,3145.95,357,711.2,,12.4,3.18,10.6,446.1,49.32926829,OSMOREGULATION ISSUES,UNHEALTHY,February
33.8,,287.7,6.3,2506.695652,5402.922727,10371.06667,,16.8,3.84,14.6,711.2,61.83520599,OSMOREGULATION ISSUES,UNHEALTHY,February
15.3,,173.4,2.8,3153.6,249,616.4,,7.1,3.08,11.8,690.6,57.0877193,OSMOREGULATION ISSUES,UNHEALTHY,February
19.13846154,,252.5,3.8,2506.695652,5402.922727,10371.06667,,8,3.26,12.6,657.8038462,56.47058824,OSMOREGULATION ISSUES,UNHEALTHY,February
21.6,,246.9,4.2,2225.4,394.6,10371.06667,,12.4,3.3,9.3,552.4,56.08247423,OSMOREGULATION ISSUES,UNHEALTHY,February
